"polarityid";"tweetid";"entity";"type";"value"
"36404";"184861613264863232";"IU";"AGREEMENT";"P+"
"36405";"184864357941907456";;"AGREEMENT";"N+"
"36406";"184864357941907456";"Castrelo_do_Val";"AGREEMENT";"N+"
"36407";"184864357941907456";"Orense";"AGREEMENT";"N+"
"36408";"184864357941907456";"Galicia";"AGREEMENT";"N+"
"36409";"184878451629637632";;"AGREEMENT";"NONE"
"36410";"184884236363366400";;"AGREEMENT";"NONE"
"36411";"184885588414050304";;"DISAGREEMENT";"NEU"
"36412";"184885588414050304";"UGT";"AGREEMENT";"P"
"36413";"184885588414050304";"CCOO";"AGREEMENT";"P"
"36414";"184890017217388544";;"AGREEMENT";"NONE"
"36415";"184892803422224384";;"AGREEMENT";"P+"
"36416";"184892803422224384";"Telecinco";"AGREEMENT";"P+"
"36417";"184892803422224384";"Champions";"AGREEMENT";"P+"
"36418";"184892803422224384";"Tú_sí_que_vales";"AGREEMENT";"P+"
"36419";"184898910630854657";;"AGREEMENT";"N"
"36420";"184898910630854657";"De_Guindos";"AGREEMENT";"N"
"36421";"184898910630854657";"@gllamazares";"AGREEMENT";"N"
"36422";"184901324675096576";;"AGREEMENT";"P+"
"36423";"184901324675096576";"@iescolar";"AGREEMENT";"P+"
"36424";"184901324675096576";"@basteiro";"AGREEMENT";"P+"
"36425";"184901324675096576";"@iurquizu";"AGREEMENT";"P+"
"36426";"184901324675096576";"@juanlusanchez";"AGREEMENT";"P+"
"36427";"184901324675096576";"@LuzSanchis";"AGREEMENT";"P+"
"36428";"184901324675096576";"@jordipc";"AGREEMENT";"P+"
"36429";"184901324675096576";"@rosamariaartal";"AGREEMENT";"P+"
"36430";"184901324675096576";"ldiario.es";"AGREEMENT";"P+"
"36431";"184909028437139456";;"AGREEMENT";"N+"
"36432";"184909028437139456";"Gallardón";"AGREEMENT";"N+"
"36433";"184909028437139456";"Martin_Luther_King";"AGREEMENT";"N+"
"36434";"184921493329821696";;"AGREEMENT";"P+"
"36435";"184921493329821696";"Facebook";"AGREEMENT";"P+"
"36436";"184924469993799680";;"AGREEMENT";"N"
"36437";"184924469993799680";"El_Programa_de_Ana_Rosa";"AGREEMENT";"P"
"36438";"184924469993799680";"Ana_Obregón";"AGREEMENT";"N"
"36439";"184924469993799680";"Colate";"AGREEMENT";"N"
"36440";"184925861072478208";;"AGREEMENT";"N+"
"36441";"184925861072478208";"Madrid";"AGREEMENT";"N+"
"36442";"184925861072478208";"Botella";"AGREEMENT";"N+"
"36443";"184926602520567809";;"AGREEMENT";"NONE"
"36444";"184926989440913408";;"AGREEMENT";"N"
"36445";"184927066242813952";;"AGREEMENT";"N"
"36446";"184928621360726016";;"AGREEMENT";"N+"
"36447";"184928621360726016";"IU";"AGREEMENT";"N+"
"36448";"184928621360726016";"PP";"AGREEMENT";"N+"
"36449";"184936366386319360";;"AGREEMENT";"N"
"36450";"184936366386319360";"Rajoy";"AGREEMENT";"N"
"36451";"184944602627850241";;"AGREEMENT";"N"
"36452";"184944602627850241";"PP";"AGREEMENT";"N"
"36453";"184944602627850241";"Eurovegas";"AGREEMENT";"NEU"
"36454";"184947591111393281";;"DISAGREEMENT";"NEU"
"36455";"184949917696004096";;"AGREEMENT";"NONE"
"36456";"184950919648133120";;"AGREEMENT";"NONE"
"36457";"184951013717975042";;"AGREEMENT";"NONE"
"36458";"184952745759997952";;"DISAGREEMENT";"NEU"
"36459";"184961962470416385";;"AGREEMENT";"P+"
"36460";"184970144047575041";;"AGREEMENT";"P"
"36461";"184970144047575041";"Lady_Gaga";"AGREEMENT";"P"
"36462";"184970144047575041";"Duquesa_de_Alba";"AGREEMENT";"N"
"36463";"184975574165504000";;"AGREEMENT";"N+"
"36464";"184975574165504000";"Aguirre";"AGREEMENT";"N+"
"36465";"184975574165504000";"Internet";"AGREEMENT";"N"
"36466";"184976122973392896";;"AGREEMENT";"P+"
"36467";"184976122973392896";"@PSOE";"AGREEMENT";"P+"
"36468";"184976122973392896";"Asturias";"AGREEMENT";"P+"
"36469";"184976122973392896";"@UPyD";"AGREEMENT";"P+"
"36470";"184976548435206144";;"AGREEMENT";"N"
"36471";"184976548435206144";"Cascos";"AGREEMENT";"NEU"
"36472";"184976548435206144";"PSOE";"AGREEMENT";"P"
"36473";"184976548435206144";"Asturias";"AGREEMENT";"N+"
"36474";"184977643257606144";;"AGREEMENT";"P"
"36475";"184978464334553089";;"AGREEMENT";"NONE"
"36476";"184990217965535232";;"AGREEMENT";"P+"
"36477";"184996505529221120";;"AGREEMENT";"P+"
"36478";"184996505529221120";"@javier_asturias";"AGREEMENT";"P+"
"36479";"185011448655790080";;"AGREEMENT";"N"
"36480";"185011448655790080";"@UPyD";"AGREEMENT";"N"
"36481";"185023920372588544";;"AGREEMENT";"P+"
"36482";"185023920372588544";"Joaquín";"AGREEMENT";"P"
"36483";"185023920372588544";"Miguel";"AGREEMENT";"P"
"36484";"185023920372588544";"Sabina";"AGREEMENT";"P"
"36485";"185023920372588544";"Bosé";"AGREEMENT";"P"
"36486";"185024852292419585";;"AGREEMENT";"N+"
"36487";"185024852292419585";"Ibex";"AGREEMENT";"N+"
"36488";"185025289716379649";;"AGREEMENT";"N"
"36489";"185025289716379649";"S&P";"AGREEMENT";"N"
"36490";"185025289716379649";"España";"AGREEMENT";"N"
"36491";"185038570157899776";;"AGREEMENT";"N+"
"36492";"185038570157899776";"Banco_d_España";"AGREEMENT";"N+"
"36493";"185051680491048960";;"AGREEMENT";"NEU"
"36494";"185051680491048960";"Supremo";"AGREEMENT";"P"
"36495";"185051680491048960";"Otegui";"AGREEMENT";"N"
"36496";"185055266750992384";;"AGREEMENT";"N"
"36497";"185055266750992384";"@periodistadigit";"AGREEMENT";"N"
"36498";"185065869947314176";;"AGREEMENT";"P"
"36499";"185065869947314176";"@TelediarioInter";"AGREEMENT";"P"
"36500";"185081014710837248";;"AGREEMENT";"P+"
"36501";"185081014710837248";"Champions";"AGREEMENT";"P+"
"36502";"185086757589630977";;"AGREEMENT";"NEU"
"36503";"185089648798867456";;"DISAGREEMENT";"P+"
"36504";"185098954311081984";;"AGREEMENT";"P+"
"36505";"185111180665298944";;"AGREEMENT";"P"
"36506";"185115434041876480";;"AGREEMENT";"NEU"
"36507";"185115434041876480";"TVE_S.A";"AGREEMENT";"NEU"
"36508";"185123106917056512";;"AGREEMENT";"N"
"36509";"185123300647763968";;"AGREEMENT";"N"
"36510";"185123300647763968";"Elena_Salgado";"AGREEMENT";"N"
"36511";"185124820994895872";;"DISAGREEMENT";"P"
"36512";"185126778266857473";;"AGREEMENT";"NONE"
"36513";"185132289116733441";;"AGREEMENT";"N+"
"36514";"185134590732681217";;"AGREEMENT";"NONE"
"36515";"185143624944726016";;"AGREEMENT";"N+"
"36516";"185167418644111361";;"AGREEMENT";"P"
"36517";"185170377490706432";;"AGREEMENT";"P"
"36518";"185201922402287616";;"AGREEMENT";"NEU"
"36519";"185230226429706241";;"AGREEMENT";"P+"
"36520";"185242161585991680";;"AGREEMENT";"N+"
"36521";"185244917541519360";;"AGREEMENT";"NONE"
"36522";"185246160989065216";;"AGREEMENT";"N+"
"36523";"185248986079297536";;"DISAGREEMENT";"N+"
"36524";"185248986079297536";"Madrid";"AGREEMENT";"N+"
"36525";"185250833405968385";;"AGREEMENT";"P+"
"36526";"185253942916169728";;"AGREEMENT";"N"
"36527";"185255565314887680";;"AGREEMENT";"P+"
"36528";"185255565314887680";"@jpedrerol";"AGREEMENT";"P+"
"36529";"185255565314887680";"@Gato_directo";"AGREEMENT";"P+"
"36530";"185255565314887680";"@TelediarioInter";"AGREEMENT";"P+"
"36531";"185263603522338817";;"AGREEMENT";"P+"
"36532";"185263603522338817";"Fatima_Bañez";"AGREEMENT";"P+"
"36533";"185267501574262784";;"DISAGREEMENT";"P"
"36534";"185267501574262784";"PSOE";"AGREEMENT";"P+"
"36535";"185267501574262784";"Soraya_Rodríguez";"AGREEMENT";"P+"
"36536";"185268191109455872";;"AGREEMENT";"P+"
"36537";"185269223801626624";;"AGREEMENT";"NONE"
"36538";"185272116218822656";;"AGREEMENT";"P+"
"36539";"185272116218822656";"congreso";"AGREEMENT";"P+"
"36540";"185272400735252481";;"AGREEMENT";"NONE"
"36541";"185273058913820673";;"AGREEMENT";"NEU"
"36542";"185273272026415104";;"AGREEMENT";"NONE"
"36543";"185275072573997056";;"AGREEMENT";"NEU"
"36544";"185275452544397312";;"AGREEMENT";"NONE"
"36545";"185277765711437824";;"AGREEMENT";"NONE"
"36546";"185280349729853440";;"AGREEMENT";"NEU"
"36547";"185280349729853440";"Manifiesto_del_#PSOE";"AGREEMENT";"NEU"
"36548";"185283580837113856";;"AGREEMENT";"N"
"36549";"185287526196584448";;"AGREEMENT";"NONE"
"36550";"185287555737071616";;"AGREEMENT";"N"
"36551";"185297788857356288";;"AGREEMENT";"NEU"
"36552";"185301952131907584";;"AGREEMENT";"N+"
"36553";"185303740763475968";;"AGREEMENT";"N+"
"36554";"185304143508934656";;"AGREEMENT";"P+"
"36555";"185304143508934656";"Álvaro_de_Marichalar";"AGREEMENT";"P+"
"36556";"185304143508934656";"Pilar_Rahola";"AGREEMENT";"P+"
"36557";"185308559997796352";;"DISAGREEMENT";"P"
"36558";"185308559997796352";"PP";"AGREEMENT";"P+"
"36559";"185308559997796352";"Andalucía";"AGREEMENT";"P+"
"36560";"185308559997796352";"IU";"AGREEMENT";"N"
"36561";"185315852135055360";;"AGREEMENT";"P"
"36562";"185318196964896769";;"AGREEMENT";"N+"
"36563";"185324830231494657";;"DISAGREEMENT";"N"
"36564";"185324830231494657";"@caraamable";"DISAGREEMENT";"N"
"36565";"185331145959931906";;"AGREEMENT";"NONE"
"36566";"185331410062688257";;"AGREEMENT";"P"
"36567";"185331410062688257";"España";"AGREEMENT";"NEU"
"36568";"185331638534799361";;"AGREEMENT";"N"
"36569";"185331638534799361";"Báñez";"AGREEMENT";"N"
"36570";"185331713474433026";;"AGREEMENT";"NEU"
"36571";"185332770527129600";;"AGREEMENT";"P"
"36572";"185336552988225536";;"AGREEMENT";"NEU"
"36573";"185346967155646464";;"AGREEMENT";"NONE"
"36574";"185351737501155329";;"AGREEMENT";"N"
"36575";"185358125635878912";;"AGREEMENT";"N"
"36576";"185358125635878912";"Congreso_de_los_Diputados";"AGREEMENT";"N"
"36577";"185390504345731072";;"AGREEMENT";"P"
"36578";"185390504345731072";"Wall_Street_Journal";"AGREEMENT";"P"
"36579";"185396640448917504";;"AGREEMENT";"N+"
"36580";"185396640448917504";"CCOO";"AGREEMENT";"N+"
"36581";"185407788665671681";;"DISAGREEMENT";"NEU"
"36582";"185407788665671681";"Madrid";"DISAGREEMENT";"N"
"36583";"185411401018380288";;"AGREEMENT";"N"
"36584";"185411401018380288";"Atocha";"AGREEMENT";"N"
"36585";"185412288004636672";;"AGREEMENT";"P+"
"36586";"185412288004636672";"Fátima_Báñez";"AGREEMENT";"P+"
"36587";"185413881160671232";;"AGREEMENT";"N+"
"36588";"185413881160671232";"Córdoba";"AGREEMENT";"N"
"36589";"185417775748100096";;"AGREEMENT";"NEU"
"36590";"185419056390742016";;"AGREEMENT";"N+"
"36591";"185419056390742016";"Barcelona";"AGREEMENT";"N+"
"36592";"185422401658552320";;"AGREEMENT";"N+"
"36593";"185422401658552320";"Encarna";"AGREEMENT";"N+"
"36594";"185426128683540480";;"AGREEMENT";"N"
"36595";"185427365772525568";;"AGREEMENT";"N"
"36596";"185427365772525568";"Rajoy";"AGREEMENT";"N"
"36597";"185432541904371713";;"DISAGREEMENT";"P"
"36598";"185432541904371713";"storify";"AGREEMENT";"P+"
"36599";"185432541904371713";"@ikerarmentia";"AGREEMENT";"P+"
"36600";"185433582284718080";;"AGREEMENT";"N"
"36601";"185439624666157056";;"AGREEMENT";"NONE"
"36602";"185442272173760512";;"AGREEMENT";"N+"
"36603";"185442272173760512";"Rajoy";"AGREEMENT";"N+"
"36604";"185442464109301760";;"AGREEMENT";"NEU"
"36605";"185442464109301760";"Toxo";"AGREEMENT";"NEU"
"36606";"185442464109301760";"Méndez";"AGREEMENT";"NEU"
"36607";"185447956248395776";;"AGREEMENT";"NONE"
"36608";"185449839667052546";;"AGREEMENT";"N+"
"36609";"185449839667052546";"@JesusEspino";"AGREEMENT";"P"
"36610";"185451409506959360";;"AGREEMENT";"N"
"36611";"185459145045061633";;"AGREEMENT";"N"
"36612";"185459145045061633";"PP";"AGREEMENT";"N"
"36613";"185463694816325632";;"AGREEMENT";"P+"
"36614";"185463694816325632";"Primera_Plana";"AGREEMENT";"P+"
"36615";"185465285002797056";;"AGREEMENT";"N"
"36616";"185465285002797056";"Génova";"AGREEMENT";"N"
"36617";"185465285002797056";"Asturias";"AGREEMENT";"N"
"36618";"185465285002797056";"Cascos";"AGREEMENT";"N"
"36619";"185470137367928832";;"AGREEMENT";"NONE"
"36620";"185471084043309056";;"AGREEMENT";"P"
"36621";"185471084043309056";"bilbao";"AGREEMENT";"P"
"36622";"185471595849068544";;"AGREEMENT";"P+"
"36623";"185471595849068544";"Athletic";"AGREEMENT";"P+"
"36624";"185472214261436416";;"AGREEMENT";"P+"
"36625";"185472214261436416";"Athletic";"AGREEMENT";"P+"
"36626";"185476501980983297";;"AGREEMENT";"NONE"
"36627";"185479201833484288";;"AGREEMENT";"NONE"
"36628";"185486956715716610";;"AGREEMENT";"N+"
"36629";"185486956715716610";"Esperanza_Aguirre";"AGREEMENT";"N+"
"36630";"185486956715716610";"muro_de_Berlín";"AGREEMENT";"N"
"36631";"185487346479800320";;"AGREEMENT";"P+"
"36632";"185493987568779264";;"DISAGREEMENT";"NEU"
"36633";"185497500122230784";;"AGREEMENT";"P+"
"36634";"185497500122230784";"Raúl";"AGREEMENT";"P+"
"36635";"185497500122230784";"Athletic";"AGREEMENT";"P+"
"36636";"185520324538929153";;"AGREEMENT";"N+"
"36637";"185589169328898048";;"AGREEMENT";"P+"
"36638";"185589169328898048";"@sevillajordi";"AGREEMENT";"P+"
"36639";"185590143057530880";;"AGREEMENT";"NEU"
"36640";"185593867993743360";;"AGREEMENT";"P+"
"36641";"185593867993743360";"@sevillajordi";"AGREEMENT";"P+"
"36642";"185612982951219200";;"AGREEMENT";"NONE"
"36643";"185613557830918144";;"AGREEMENT";"NONE"
"36644";"185616681450749952";;"AGREEMENT";"P+"
"36645";"185616681450749952";"@Intereconomia";"AGREEMENT";"P+"
"36646";"185621722219810816";;"AGREEMENT";"NONE"
"36647";"185622170427330560";;"DISAGREEMENT";"NEU"
"36648";"185622170427330560";"Rajoy";"AGREEMENT";"N"
"36649";"185625440998797312";;"AGREEMENT";"P+"
"36650";"185625440998797312";"España";"AGREEMENT";"P+"
"36651";"185625440998797312";"Europa";"AGREEMENT";"P+"
"36652";"185625440998797312";"Athletic";"AGREEMENT";"P+"
"36653";"185627005004414976";;"AGREEMENT";"NONE"
"36654";"185627230909628417";;"AGREEMENT";"N"
"36655";"185627230909628417";"España";"DISAGREEMENT";"NEU"
"36656";"185627230909628417";"Grecia";"AGREEMENT";"N"
"36657";"185628505697042432";;"DISAGREEMENT";"N"
"36658";"185640352303157248";;"AGREEMENT";"P"
"36659";"185640352303157248";"Cruces_José_de_Calasanz";"AGREEMENT";"P"
"36660";"185645899265998848";;"AGREEMENT";"N"
"36661";"185646165310713856";;"AGREEMENT";"P"
"36662";"185646165310713856";"Tudela";"AGREEMENT";"P"
"36663";"185650893595750400";;"AGREEMENT";"P+"
"36664";"185650893595750400";"@lolacastrodiaz";"AGREEMENT";"P+"
"36665";"185650893595750400";"@Lolacervera";"AGREEMENT";"P+"
"36666";"185650893595750400";"@lolacuencas";"AGREEMENT";"P+"
"36667";"185650893595750400";"@LolaDulop";"AGREEMENT";"P+"
"36668";"185650893595750400";"@lolagarcior";"AGREEMENT";"P+"
"36669";"185650893595750400";"@LolaPalanco96";"AGREEMENT";"P+"
"36670";"185650893595750400";"@LolapdePrado";"AGREEMENT";"P+"
"36671";"185650893595750400";"@LolaRengel";"AGREEMENT";"P+"
"36672";"185650893595750400";"@LolaSanchezDom";"AGREEMENT";"P+"
"36673";"185651202644647936";;"AGREEMENT";"P+"
"36674";"185651202644647936";"#Icofrade";"AGREEMENT";"P+"
"36675";"185654010819256321";;"AGREEMENT";"N+"
"36676";"185654315719995392";;"AGREEMENT";"N"
"36677";"185654315719995392";"Willy_Toledo";"AGREEMENT";"N"
"36678";"185658302720512000";;"AGREEMENT";"N"
"36679";"185659317553344512";;"AGREEMENT";"P+"
"36680";"185659317553344512";"LaPepa";"AGREEMENT";"P+"
"36681";"185659529244061696";;"AGREEMENT";"P"
"36682";"185674521162948608";;"AGREEMENT";"NONE"
"36683";"185676069024706560";;"AGREEMENT";"NONE"
"36684";"185677769001271296";;"AGREEMENT";"NONE"
"36685";"185678987115245568";;"AGREEMENT";"NONE"
"36686";"185688434378149888";;"AGREEMENT";"NEU"
"36687";"185689901608603649";;"AGREEMENT";"P+"
"36688";"185689901608603649";"@albertofabra";"AGREEMENT";"P+"
"36689";"185689901608603649";"@ppcv";"AGREEMENT";"P+"
"36690";"185696305128017922";;"AGREEMENT";"P"
"36691";"185696305128017922";"Valeriano_Gómez";"AGREEMENT";"P"
"36692";"185696305128017922";"PSOE";"AGREEMENT";"P"
"36693";"185698389730660352";;"AGREEMENT";"P+"
"36694";"185698389730660352";"Min._d_Sanidad";"AGREEMENT";"P+"
"36695";"185703508429897729";;"AGREEMENT";"NEU"
"36696";"185703508429897729";"La_Moncloa";"AGREEMENT";"NEU"
"36697";"185706261587820545";;"AGREEMENT";"NEU"
"36698";"185706261587820545";"La_vicepresidenta";"AGREEMENT";"NEU"
"36699";"185706484007571456";;"AGREEMENT";"N"
"36700";"185707737458556928";;"AGREEMENT";"N"
"36701";"185709100506689537";;"AGREEMENT";"N"
"36702";"185709175224020992";;"DISAGREEMENT";"P"
"36703";"185709175224020992";"Barcelona";"AGREEMENT";"NEU"
"36704";"185710082024157185";;"AGREEMENT";"P+"
"36705";"185710883907977217";;"AGREEMENT";"NONE"
"36706";"185711321264816128";;"AGREEMENT";"N"
"36707";"185712359640268801";;"AGREEMENT";"N"
"36708";"185712837409247232";;"AGREEMENT";"NONE"
"36709";"185713362607415296";;"AGREEMENT";"N+"
"36710";"185713362607415296";"PIB";"AGREEMENT";"N+"
"36711";"185713574478491648";;"AGREEMENT";"NONE"
"36712";"185714130206998528";;"AGREEMENT";"NONE"
"36713";"185717021391077377";;"AGREEMENT";"N+"
"36714";"185717021391077377";"Montoro";"AGREEMENT";"N+"
"36715";"185717244490289153";;"AGREEMENT";"N+"
"36716";"185717244490289153";"Montoro";"AGREEMENT";"N+"
"36717";"185718363803226112";;"AGREEMENT";"N+"
"36718";"185718363803226112";"Montoro";"AGREEMENT";"N+"
"36719";"185718695442661376";;"AGREEMENT";"N"
"36720";"185718695442661376";"Montoro";"AGREEMENT";"N"
"36721";"185718728296644609";;"AGREEMENT";"P+"
"36722";"185718728296644609";"@pabloalboran";"AGREEMENT";"P+"
"36723";"185718728296644609";"@SergioRamos";"AGREEMENT";"P+"
"36724";"185718728296644609";"@davidbisbal";"AGREEMENT";"P+"
"36725";"185718728296644609";"@david_busta";"AGREEMENT";"P+"
"36726";"185718728296644609";"@2010misterchip";"AGREEMENT";"P+"
"36727";"185718728296644609";"@mariatoledomt";"AGREEMENT";"P+"
"36728";"185718728296644609";"@alejandrosanz";"AGREEMENT";"P+"
"36729";"185719007914098688";;"DISAGREEMENT";"P"
"36730";"185719007914098688";"@mananascuatro";"AGREEMENT";"P+"
"36731";"185721649008619520";;"AGREEMENT";"NONE"
"36732";"185727623001935872";;"AGREEMENT";"NEU"
"36733";"185727779051020288";;"AGREEMENT";"NONE"
"36734";"185735198653157376";;"AGREEMENT";"NONE"
"36735";"185739214271422465";;"AGREEMENT";"NONE"
"36736";"185741361662791680";;"AGREEMENT";"NEU"
"36737";"185743035655655424";;"AGREEMENT";"NONE"
"36738";"185746275692580864";;"AGREEMENT";"P"
"36739";"185746275692580864";"@Armando_";"AGREEMENT";"P"
"36740";"185758543142588417";;"AGREEMENT";"P+"
"36741";"185758543142588417";"@eliasbendodo";"AGREEMENT";"P+"
"36742";"185758567964487682";;"AGREEMENT";"NONE"
"36743";"185758963076304897";;"AGREEMENT";"P+"
"36744";"185758963076304897";"@Francissalado";"AGREEMENT";"P+"
"36745";"185758963076304897";"@ppmalaga";"AGREEMENT";"P+"
"36746";"185758963076304897";"@eliasbendodo";"AGREEMENT";"P+"
"36747";"185758963076304897";"@margadcm";"AGREEMENT";"P+"
"36748";"185764461980811264";;"DISAGREEMENT";"P"
"36749";"185764461980811264";"Policía_Nacional";"AGREEMENT";"P"
"36750";"185764461980811264";"Policía";"AGREEMENT";"P+"
"36751";"185764461980811264";"Linares";"AGREEMENT";"N"
"36752";"185764461980811264";"Jaén";"AGREEMENT";"N"
"36753";"185780652623405056";;"DISAGREEMENT";"N"
"36754";"185782108969639936";;"DISAGREEMENT";"NEU"
"36755";"185782108969639936";"@ccifuentes";"DISAGREEMENT";"NEU"
"36756";"185782108969639936";"Madrid";"DISAGREEMENT";"NEU"
"36757";"185785715035082752";;"AGREEMENT";"N"
"36758";"185785715035082752";"España";"AGREEMENT";"N"
"36759";"185785715035082752";"Asturias";"AGREEMENT";"N"
"36760";"185785715035082752";"Rajoy";"AGREEMENT";"N"
"36761";"185785715035082752";"UCI";"AGREEMENT";"N"
"36762";"185798534736527360";;"AGREEMENT";"N"
"36763";"185798534736527360";"Canarias";"AGREEMENT";"N"
"36764";"185798534736527360";"Baleares";"AGREEMENT";"N"
"36765";"185798534736527360";"Ceuta";"AGREEMENT";"N"
"36766";"185798534736527360";"Melilla";"AGREEMENT";"N"
"36767";"185807710674096130";;"AGREEMENT";"P"
"36768";"185807710674096130";"Culiacán";"AGREEMENT";"P"
"36769";"185807710674096130";"México";"AGREEMENT";"P"
"36770";"185808280457715712";;"AGREEMENT";"N"
"36771";"185811371982729216";;"AGREEMENT";"P+"
"36772";"185811371982729216";"@David_Busta";"AGREEMENT";"P+"
"36773";"185812461436420098";;"AGREEMENT";"P+"
"36774";"185812461436420098";"@David_Busta";"AGREEMENT";"P+"
"36775";"185816029857988609";;"AGREEMENT";"N+"
"36776";"185818485698469888";;"AGREEMENT";"NONE"
"36777";"185822346706296832";;"AGREEMENT";"N+"
"36778";"185829348832583681";;"AGREEMENT";"P"
"36779";"185829348832583681";"@CarmeChaparro";"AGREEMENT";"P"
"36781";"185830946229063681";;"AGREEMENT";"P+"
"36782";"185830946229063681";"#lasextacolumna";"AGREEMENT";"P"
"36783";"185830946229063681";"Spain";"AGREEMENT";"P"
"36780";"185830946333917184";;"AGREEMENT";"NONE"
"36784";"185845204014727168";;"DISAGREEMENT";"P"
"36785";"185845204014727168";"The_Washington_Post";"AGREEMENT";"P+"
"36786";"185848788185915392";;"AGREEMENT";"N"
"36787";"185848788185915392";"Juan_Iranzo";"AGREEMENT";"N"
"36788";"185874762977906688";;"AGREEMENT";"P+"
"36789";"185874762977906688";"@Bribon1970";"AGREEMENT";"P+"
"36790";"185915389782392832";;"AGREEMENT";"P+"
"36791";"185915389782392832";"@juanes";"AGREEMENT";"P+"
"36792";"185915389782392832";"Premios_Billboard";"AGREEMENT";"P+"
"36793";"185925970371424256";;"AGREEMENT";"P+"
"36794";"185961034446684160";;"AGREEMENT";"NEU"
"36795";"185969766354268160";;"AGREEMENT";"P"
